reservation_date,country_from,reserved_room_type,customer_type
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
2/17/2016,PRT,A,Transient
1/2/2016,DEU,A,Transient
1/4/2016,FRA,E,Transient
2/28/2016,PRT,D,Contract
1/30/2016,PRT,B,Contract
1/30/2016,PRT,B,Contract
1/3/2016,PRT,A,Transient
1/4/2016,FRA,A,Transient
1/6/2016,PRT,A,Transient
1/6/2016,PRT,A,Transient
1/6/2016,ESP,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
5/8/2016,PRT,A,Transient
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/1/2016,PRT,A,Transient
1/6/2016,ESP,A,Transient
1/6/2016,ESP,A,Transient
5/23/2017,ESP,A,Transient
1/4/2016,PRT,A,Transient
1/4/2016,FRA,A,Transient
1/7/2016,AGO,A,Transient
2/24/2016,AGO,D,Transient
1/5/2016,FRA,A,Transient
1/7/2016,USA,A,Transient
1/6/2016,PRT,A,Transient
1/7/2016,PRT,A,Transient
8/23/2015,PRT,A,Transient
10/15/2015,PRT,D,Transient
12/12/2015,PRT,A,Transient
1/7/2016,PRT,A,Transient
1/22/2016,PRT,A,Transient
1/30/2016,PRT,D,Transient
2/16/2016,PRT,D,Transient
3/15/2016,PRT,D,Transient
3/18/2016,PRT,A,Transient
4/28/2016,PRT,A,Transient-Party
4/28/2016,GBR,A,Transient-Party
5/19/2016,PRT,A,Transient-Party
9/27/2016,POL,A,Transient
1/7/2016,AGO,A,Transient
1/9/2016,PRT,A,Transient
1/5/2016,PRT,D,Transient
12/16/2015,PRT,A,Transient
1/7/2016,PRT,A,Transient
1/20/2016,PRT,A,Transient
3/9/2016,PRT,A,Transient
10/25/2016,PRT,A,Transient
4/8/2017,PRT,A,Transient
4/11/2017,PRT,A,Group
6/9/2017,PRT,A,Transient
1/9/2016,PRT,A,Transient
1/8/2016,PRT,A,Transient
1/9/2016,PRT,A,Transient
1/5/2016,FRA,D,Transient
1/4/2016,DEU,A,Transient
1/8/2016,IRL,B,Transient-Party
1/8/2016,PRT,B,Transient-Party
1/8/2016,ROU,A,Transient-Party
1/8/2016,ROU,A,Transient-Party
1/8/2016,ROU,A,Transient-Party
1/4/2016,FRA,A,Transient
1/9/2016,AGO,A,Transient
1/5/2016,NLD,A,Transient
1/9/2016,PRT,D,Transient
1/10/2016,USA,A,Transient
1/10/2016,PRT,A,Transient
1/10/2016,PRT,A,Transient
1/8/2016,PRT,A,Transient
1/8/2016,CN,A,Transient
1/6/2016,FRA,A,Transient
1/7/2016,PRT,A,Transient
1/9/2016,GBR,E,Contract
1/8/2016,BEL,A,Transient
1/9/2016,GBR,A,Contract
1/8/2016,FRA,D,Transient
1/12/2016,PRT,A,Transient
1/12/2016,PRT,A,Transient
1/12/2016,PRT,A,Transient
1/10/2016,PRT,A,Transient
1/8/2016,DEU,A,Transient
1/7/2016,ZAF,A,Transient
1/9/2016,POL,A,Transient
1/12/2016,PRT,A,Transient
3/24/2017,PRT,A,Group
6/28/2017,PRT,A,Transient
1/10/2016,FRA,F,Transient
1/12/2016,PRT,A,Transient
1/11/2016,FRA,A,Transient
1/13/2016,NLD,A,Transient
1/10/2016,BEL,D,Transient
1/13/2016,PRT,A,Transient
1/10/2016,FRA,A,Transient
1/13/2016,AGO,A,Transient
1/8/2016,USA,A,Transient
1/14/2016,FRA,A,Transient
1/14/2016,DEU,A,Transient
1/14/2016,PRT,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,ITA,A,Transient
1/14/2016,PRT,A,Transient
1/14/2016,PRT,A,Transient
1/12/2016,DEU,A,Transient
1/13/2016,FRA,A,Transient
1/14/2016,PRT,A,Transient
1/14/2016,PRT,A,Transient
1/15/2016,PRT,A,Transient
1/15/2016,BRA,A,Transient
1/16/2016,PRT,A,Transient
1/13/2016,PRT,F,Transient-Party
1/13/2016,FRA,A,Transient
1/13/2016,PRT,D,Transient-Party
1/16/2016,PRT,A,Transient
1/15/2016,FRA,A,Transient
1/15/2016,DEU,A,Transient
1/14/2016,FRA,A,Transient
1/14/2016,BEL,A,Transient
1/16/2016,PRT,D,Transient
1/14/2016,PRT,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient
1/14/2016,FRA,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,PRT,A,Transient-Party
1/14/2016,FRA,A,Transient-Party
1/15/2016,AUT,D,Transient
1/16/2016,BFA,A,Transient
1/16/2016,PRT,D,Transient
1/16/2016,ESP,A,Transient
1/16/2016,PRT,A,Transient
1/15/2016,USA,A,Transient
1/16/2016,GBR,A,Transient
1/14/2016,FRA,A,Transient
1/15/2016,DEU,A,Transient
1/15/2016,FRA,A,Transient
1/15/2016,FRA,A,Transient
1/16/2016,FRA,A,Transient
1/14/2016,FRA,A,Transient
1/17/2016,PRT,F,Transient
4/14/2016,PRT,B,Transient
1/17/2016,PRT,A,Transient
1/18/2016,PRT,A,Transient
1/15/2016,AGO,A,Transient
1/16/2016,FRA,A,Transient
1/18/2016,PRT,A,Transient
2/1/2016,PRT,A,Transient
3/29/2016,PRT,A,Transient
4/5/2016,PRT,A,Transient
4/8/2016,PRT,A,Transient-Party
4/9/2016,PRT,A,Transient-Party
4/10/2016,PRT,A,Transient-Party
4/20/2016,PRT,A,Transient
6/1/2016,PRT,A,Transient
11/6/2016,PRT,A,Transient
1/16/2016,DEU,A,Transient
1/18/2016,GRC,A,Transient
1/18/2016,GRC,A,Transient
1/16/2016,FRA,A,Transient
1/18/2016,FRA,A,Transient
1/19/2016,NOR,A,Transient-Party
1/19/2016,PRT,A,Transient
3/2/2016,PRT,A,Transient
9/27/2016,PRT,B,Transient
11/2/2016,PRT,A,Transient
1/10/2017,PRT,A,Transient
2/9/2017,PRT,A,Transient
3/27/2017,PRT,A,Transient
5/9/2017,PRT,A,Transient
5/17/2017,PRT,A,Transient
1/19/2016,PRT,A,Transient
1/19/2016,PRT,A,Transient-Party
1/15/2016,BEL,A,Transient
1/17/2016,DEU,D,Transient
1/19/2016,PRT,A,Transient
1/19/2016,CHN,A,Transient-Party
1/18/2016,ITA,A,Transient
1/19/2016,CHN,A,Transient-Party
1/19/2016,AUS,A,Transient
1/19/2016,AUS,A,Transient
1/19/2016,AUS,A,Transient
1/20/2016,AGO,A,Transient
1/20/2016,ESP,A,Transient
1/19/2016,JPN,A,Transient-Party
1/20/2016,ESP,A,Transient
1/19/2016,DEU,A,Transient-Party
1/18/2016,ROU,A,Contract
1/19/2016,PRT,A,Transient
1/19/2016,FRA,A,Transient-Party
1/20/2016,DEU,A,Transient-Party
1/20/2016,NLD,A,Transient
1/19/2016,USA,A,Transient-Party
1/19/2016,DEU,A,Transient-Party
1/19/2016,ITA,A,Transient-Party
1/19/2016,BEL,A,Transient
1/20/2016,CHN,A,Transient-Party
1/19/2016,BEL,A,Transient-Party
1/19/2016,PRT,A,Transient-Party
1/20/2016,CHN,A,Transient
1/19/2016,DEU,A,Transient-Party
1/19/2016,DEU,A,Transient-Party
1/19/2016,PRT,A,Transient-Party
1/17/2016,FRA,A,Transient
1/20/2016,ISR,A,Transient
1/19/2016,PRT,D,Transient
1/21/2016,PRT,A,Transient
1/21/2016,NLD,A,Transient
1/21/2016,PRT,A,Transient-Party
1/21/2016,PRT,A,Transient-Party
1/18/2016,GBR,A,Transient
1/21/2016,PRT,A,Transient
1/20/2016,BRA,A,Transient
1/17/2016,DEU,A,Contract
1/21/2016,PRT,A,Transient
1/19/2016,CHN,A,Transient
1/21/2016,PRT,A,Transient
1/21/2016,PRT,A,Transient-Party
1/19/2016,BGR,A,Transient-Party
1/19/2016,PRT,A,Transient
1/21/2016,PRT,A,Transient
1/20/2016,AGO,A,Transient
1/22/2016,PRT,A,Transient
1/22/2016,POL,A,Transient
1/17/2016,HRV,A,Transient
1/15/2016,USA,A,Transient
1/21/2016,SAU,A,Transient-Party
1/19/2016,RUS,A,Transient
1/19/2016,FRA,A,Transient
1/18/2016,DEU,A,Transient
1/19/2016,ISR,D,Transient
1/17/2016,AGO,A,Transient
1/22/2016,ESP,A,Transient
1/20/2016,GBR,A,Transient
1/18/2016,BRA,A,Transient
1/17/2016,PRT,A,Transient
1/23/2016,PRT,D,Transient
1/10/2017,PRT,A,Transient
1/23/2016,PRT,D,Transient
1/19/2016,BEL,A,Transient
1/23/2016,GBR,A,Transient
1/21/2016,BEL,A,Transient
1/23/2016,DEU,B,Transient
1/23/2016,PRT,B,Transient
1/20/2016,ISR,A,Transient
1/22/2016,ESP,D,Transient
1/20/2016,DEU,A,Transient
1/16/2016,SWE,D,Transient
1/23/2016,CHN,A,Transient-Party
1/23/2016,PRT,A,Transient
1/23/2016,CHN,A,Transient-Party
1/22/2016,GBR,D,Transient
1/22/2016,PRT,A,Transient
1/20/2016,GBR,A,Transient
1/22/2016,PRT,A,Transient
1/23/2016,BEL,A,Transient
1/21/2016,PRT,B,Transient-Party
1/22/2016,PRT,A,Transient
1/23/2016,PRT,A,Transient
1/19/2016,ROU,A,Transient
1/23/2016,PRT,A,Transient
1/22/2016,PRT,G,Transient
1/23/2016,ROU,A,Transient
1/21/2016,PRT,B,Transient-Party
1/22/2016,ESP,A,Transient
1/22/2016,GBR,D,Transient
1/23/2016,POL,A,Transient
1/22/2016,CHE,A,Transient
1/20/2016,GBR,A,Transient
1/21/2016,PRT,A,Transient
1/23/2016,PRT,A,Transient
3/28/2016,PRT,A,Transient
1/24/2016,PRT,A,Transient
1/24/2016,PRT,A,Transient
1/24/2016,ZAF,A,Transient
1/24/2016,PRT,D,Transient
1/24/2016,PRT,A,Transient
1/20/2016,BRA,A,Transient
1/23/2016,KOR,A,Transient
1/22/2016,FRA,A,Transient
1/22/2016,FRA,A,Transient
1/22/2016,FRA,A,Transient
1/21/2016,FRA,A,Transient
1/20/2016,FRA,D,Transient
1/22/2016,PRT,D,Transient
1/25/2016,PRT,A,Transient-Party
1/25/2016,PRT,A,Transient
1/24/2016,CHE,A,Transient
1/25/2016,PRT,A,Transient
3/21/2016,PRT,A,Transient
1/25/2016,BRA,A,Transient-Party
1/25/2016,PRT,A,Transient-Party
1/25/2016,PRT,A,Transient-Party
1/25/2016,PRT,A,Transient-Party
1/21/2016,GBR,A,Transient
1/23/2016,PRT,A,Transient
1/25/2016,PRT,A,Transient
1/25/2016,PRT,A,Transient-Party
1/25/2016,PRT,D,Transient
1/25/2016,PRT,G,Transient
1/25/2016,PRT,A,Transient
1/25/2016,PRT,A,Transient-Party
1/25/2016,PRT,A,Transient
1/25/2016,BRA,A,Transient-Party
1/25/2016,PRT,A,Transient
1/23/2016,BRA,B,Transient-Party
1/23/2016,BRA,B,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/25/2016,CHE,D,Transient
1/23/2016,FRA,A,Transient
1/25/2016,ARG,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/25/2016,ITA,A,Transient-Party
1/25/2016,ARG,A,Transient-Party
1/25/2016,ESP,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/25/2016,ARM,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/24/2016,BRA,D,Transient-Party
1/25/2016,PRT,A,Transient-Party
1/26/2016,FRA,A,Transient
1/25/2016,ARG,A,Transient-Party
1/25/2016,CHL,A,Transient-Party
1/24/2016,ARG,A,Transient-Party
1/24/2016,PRT,D,Transient
1/26/2016,FRA,A,Transient
1/26/2016,FRA,A,Transient
1/25/2016,FRA,A,Transient
1/26/2016,PRT,A,Transient
1/26/2016,DEU,A,Transient
4/14/2016,DEU,A,Transient
1/24/2016,PRT,A,Transient-Party
1/26/2016,FIN,A,Transient
1/24/2016,BEL,D,Transient
1/22/2016,BEL,A,Transient
1/24/2016,ITA,A,Transient
1/25/2016,BRA,A,Transient-Party
1/24/2016,BRA,A,Transient
1/24/2016,BEL,D,Transient
1/25/2016,ESP,A,Transient-Party
1/26/2016,PRT,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/26/2016,ESP,A,Transient
1/25/2016,OMN,A,Transient
1/26/2016,PRT,A,Transient
1/23/2016,PRT,D,Transient
1/26/2016,GBR,A,Transient
1/27/2016,FRA,A,Transient
1/26/2016,ITA,A,Transient
1/25/2016,BRA,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/24/2016,GBR,D,Transient
1/24/2016,GBR,D,Transient
1/25/2016,PRT,A,Transient
1/26/2016,ITA,A,Transient
1/27/2016,SWE,A,Transient
1/27/2016,PRT,A,Transient-Party
1/26/2016,PRT,A,Transient
2/28/2017,FRA,A,Transient
1/27/2016,FRA,A,Transient
12/21/2016,FRA,A,Transient
1/27/2016,PRT,A,Transient
1/24/2016,GBR,D,Transient
1/27/2016,PRT,A,Transient
1/25/2016,BEL,A,Transient
1/26/2016,TWN,A,Transient
1/27/2016,PRT,A,Transient
1/24/2016,ITA,A,Transient
1/27/2016,GBR,A,Transient
1/28/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
5/29/2017,PRT,A,Transient
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/25/2016,BRA,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/24/2016,FRA,A,Transient
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/28/2016,ESP,A,Transient-Party
1/28/2016,PRT,A,Transient
1/25/2016,ESP,A,Transient
1/27/2016,PRT,A,Transient-Party
1/27/2016,ESP,A,Transient
1/28/2016,PRT,A,Transient
1/27/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient
1/27/2016,MAR,B,Transient-Party
1/27/2016,MAR,B,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/27/2016,ESP,A,Transient
1/26/2016,PRT,D,Transient
1/28/2016,PRT,A,Transient
1/27/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient
1/27/2016,DEU,A,Transient
1/29/2016,DEU,A,Transient
1/27/2016,DEU,A,Transient
1/29/2016,DEU,A,Transient
1/27/2016,DEU,A,Transient
1/29/2016,DEU,A,Transient
1/27/2016,DEU,A,Transient
1/29/2016,DEU,A,Transient
1/27/2016,DEU,A,Transient
1/29/2016,DEU,A,Transient
1/27/2016,PRT,A,Transient
1/28/2016,PRT,A,Transient-Party
1/24/2016,FRA,A,Transient
1/26/2016,FIN,A,Transient
1/25/2016,DEU,D,Transient
1/29/2016,PRT,A,Transient
1/27/2016,PRT,A,Transient-Party
1/28/2016,PRT,A,Transient-Party
1/27/2016,ESP,A,Transient
1/28/2016,PRT,A,Transient
1/29/2016,PRT,D,Transient
6/1/2016,PRT,D,Transient
1/27/2016,PRT,A,Transient-Party
1/28/2016,ITA,F,Transient
1/28/2016,PRT,E,Transient
1/28/2016,PRT,A,Transient-Party
1/27/2016,PRT,A,Transient-Party
1/29/2016,PRT,A,Transient
1/27/2016,PRT,A,Transient
1/28/2016,ESP,A,Transient
1/29/2016,FRA,A,Transient
1/29/2016,CHE,A,Contract
1/30/2016,PRT,A,Transient
6/29/2016,PRT,A,Transient
1/29/2016,FRA,A,Transient
1/30/2016,PRT,D,Transient
1/30/2016,NLD,A,Transient
1/27/2016,SWE,A,Transient
1/30/2016,PRT,A,Transient
1/21/2016,PRT,A,Transient-Party
1/29/2016,USA,B,Transient-Party
1/28/2016,PRT,A,Transient
1/28/2016,PRT,A,Transient
1/29/2016,FRA,A,Transient
1/29/2016,PRT,A,Transient-Party
1/29/2016,PRT,A,Transient-Party
1/30/2016,PRT,A,Transient
1/29/2016,PRT,A,Transient
1/30/2016,PRT,A,Transient
1/21/2016,MOZ,A,Transient-Party
1/29/2016,GBR,A,Transient
1/21/2016,PRT,A,Transient-Party
1/29/2016,PRT,D,Transient
1/29/2016,PRT,D,Transient
1/29/2016,DEU,A,Transient
1/29/2016,FRA,A,Transient
1/29/2016,PRT,A,Transient
1/21/2016,MOZ,A,Transient-Party
1/30/2016,BRA,A,Transient-Party
1/30/2016,PRT,D,Transient
1/28/2016,GBR,D,Transient
1/29/2016,KEN,B,Transient-Party
1/28/2016,PRT,G,Transient
1/30/2016,BRA,A,Transient-Party
1/30/2016,BRA,A,Transient-Party
1/29/2016,ESP,A,Transient
1/29/2016,PRT,B,Transient-Party
1/29/2016,KOR,B,Transient-Party
1/29/2016,EGY,A,Transient
1/29/2016,FRA,A,Transient
1/30/2016,SWE,A,Transient
1/15/2016,BRA,D,Transient
1/29/2016,PRT,A,Transient
1/28/2016,ITA,A,Transient-Party
1/28/2016,ITA,D,Transient-Party
1/30/2016,ITA,D,Transient
1/30/2016,ITA,D,Transient
1/29/2016,BRA,A,Transient
1/26/2016,MEX,D,Transient
1/29/2016,FRA,A,Transient
1/29/2016,ITA,D,Transient
1/30/2016,ESP,A,Transient
1/29/2016,FRA,A,Transient
1/27/2016,CN,A,Transient
1/28/2016,ESP,A,Transient
1/29/2016,PRT,A,Transient
1/29/2016,PRT,F,Transient
2/1/2016,ITA,A,Transient
1/30/2016,PRT,A,Transient
1/31/2016,FRA,A,Transient
2/1/2016,PRT,A,Transient
6/14/2016,PRT,A,Transient
2/1/2016,ESP,D,Transient
1/31/2016,PRT,A,Transient
1/29/2016,NLD,A,Transient
2/1/2016,KOR,G,Transient
1/31/2016,FRA,A,Transient
1/30/2016,ITA,A,Transient
1/30/2016,GBR,A,Transient
1/31/2016,DEU,A,Transient
1/27/2016,PRT,A,Transient
1/30/2016,ITA,A,Transient
2/2/2016,GBR,A,Transient
2/1/2016,ITA,A,Transient
1/31/2016,FRA,A,Transient
2/2/2016,LTU,A,Transient
2/1/2016,FRA,A,Transient
1/31/2016,FRA,A,Transient
2/1/2016,FRA,A,Transient
2/2/2016,PRT,A,Transient
2/2/2016,FRA,A,Transient
2/2/2016,FRA,A,Transient
1/27/2016,DEU,D,Transient
1/30/2016,PRT,A,Transient
1/31/2016,DEU,A,Transient
2/2/2016,ESP,A,Transient
2/3/2016,PRT,D,Transient
2/3/2016,USA,A,Transient
2/2/2016,PRT,A,Transient
1/31/2016,FRA,A,Transient
2/1/2016,GBR,A,Transient
2/1/2016,FRA,A,Transient
2/3/2016,PRT,A,Transient
2/25/2016,PRT,A,Transient-Party
3/16/2016,PRT,A,Transient
4/1/2016,PRT,A,Transient
5/11/2016,PRT,A,Transient-Party
2/3/2016,PRT,A,Transient
3/2/2016,PRT,A,Transient-Party
2/3/2016,NOR,D,Transient
2/2/2016,PRT,A,Transient
2/3/2016,PRT,A,Transient
2/2/2016,GBR,A,Transient
2/1/2016,GBR,A,Transient
1/31/2016,DEU,A,Transient
2/1/2016,ESP,A,Transient
2/18/2016,ESP,A,Transient
2/25/2016,ESP,A,Transient
1/30/2016,FRA,D,Transient
2/2/2016,FRA,A,Transient
2/3/2016,FRA,A,Transient
2/3/2016,FRA,A,Transient
2/3/2016,PRT,F,Transient
2/4/2016,ITA,A,Transient
2/3/2016,CHN,A,Transient
2/4/2016,PRT,A,Transient
2/1/2016,USA,A,Transient
2/2/2016,ESP,A,Transient
2/1/2016,FRA,A,Transient
2/1/2016,FRA,A,Transient
2/3/2016,PRT,D,Transient
2/3/2016,FRA,A,Transient
2/4/2016,CHE,A,Transient
2/4/2016,PRT,A,Transient
2/3/2016,PRT,B,Transient-Party
2/3/2016,PRT,B,Transient-Party
2/4/2016,PRT,D,Transient
2/4/2016,PRT,A,Transient-Party
2/5/2016,PRT,A,Transient
2/4/2016,PRT,A,Transient-Party
2/4/2016,PRT,A,Transient-Party
2/4/2016,DEU,A,Transient
2/5/2016,CHN,A,Transient
2/4/2016,PRT,A,Transient-Party
2/5/2016,PRT,A,Transient
2/4/2016,PRT,A,Transient-Party
2/4/2016,DEU,D,Transient
2/4/2016,PRT,A,Transient-Party
2/3/2016,PRT,D,Transient
11/22/2016,PRT,A,Transient
2/4/2016,PRT,A,Transient-Party
2/4/2016,PRT,A,Transient-Party
2/3/2016,FRA,A,Transient
2/5/2016,PRT,A,Transient
2/4/2016,DEU,A,Transient
1/31/2016,DEU,A,Transient
1/30/2016,TUR,D,Transient
2/4/2016,PRT,A,Transient-Party
2/5/2016,PRT,A,Transient
2/3/2016,PRT,A,Transient
2/3/2016,TUN,E,Transient
2/5/2016,BRA,D,Transient
2/5/2016,FRA,A,Transient
2/5/2016,KOR,E,Transient-Party
2/5/2016,FIN,E,Transient-Party
2/6/2016,CHE,E,Transient-Party
2/3/2016,CHN,E,Transient
2/6/2016,PRT,G,Transient-Party
2/6/2016,PRT,A,Transient
2/4/2016,FRA,A,Transient
2/4/2016,PRT,A,Transient
2/6/2016,CHN,A,Transient
2/3/2016,HUN,D,Transient
2/3/2016,ITA,A,Transient
2/5/2016,FRA,E,Transient-Party
2/5/2016,CHE,D,Transient
2/5/2016,DEU,A,Transient
2/3/2016,FRA,A,Transient
2/4/2016,DEU,A,Transient
2/6/2016,PRT,D,Transient
3/26/2016,PRT,A,Group
2/6/2016,PRT,D,Transient
2/6/2016,ESP,A,Transient-Party
2/3/2016,DNK,E,Transient-Party
2/3/2016,FRA,E,Transient-Party
2/4/2016,GRC,G,Transient-Party
2/6/2016,PRT,A,Transient
2/5/2016,FRA,E,Transient-Party
2/6/2016,PRT,A,Transient
2/3/2016,BRA,E,Transient-Party
2/5/2016,ESP,A,Transient
2/6/2016,POL,D,Transient
2/5/2016,ITA,A,Transient-Party
2/5/2016,RUS,A,Transient
2/6/2016,BRA,A,Transient
2/5/2016,DEU,A,Transient
2/5/2016,ESP,A,Transient
2/6/2016,PRT,A,Transient
2/5/2016,GBR,A,Transient
2/5/2016,CHE,A,Transient
2/5/2016,FRA,A,Transient
2/5/2016,NOR,E,Transient-Party
2/5/2016,FRA,A,Transient
2/5/2016,ARM,A,Transient
2/6/2016,ESP,A,Transient-Party
2/6/2016,PRT,A,Transient
2/4/2016,PRT,A,Transient
2/4/2016,GBR,D,Group
2/5/2016,ITA,D,Transient
2/7/2016,PRT,A,Transient
2/3/2016,BRA,G,Transient-Party
2/4/2016,ISR,A,Transient
2/5/2016,PRT,D,Transient
2/7/2016,NLD,A,Transient
2/5/2016,USA,G,Transient-Party
2/7/2016,FRA,A,Transient
2/7/2016,FRA,A,Transient
2/6/2016,BEL,A,Transient
2/3/2016,FRA,A,Transient
2/5/2016,FRA,A,Transient
2/3/2016,FRA,A,Transient
2/5/2016,PRT,A,Transient
2/7/2016,CHN,D,Transient
2/3/2016,DEU,A,Transient
2/5/2016,PRT,A,Transient
2/6/2016,FRA,A,Transient
2/6/2016,FRA,A,Transient
2/6/2016,ESP,A,Transient
2/3/2016,DEU,A,Transient
2/5/2016,AUT,E,Transient-Party
2/6/2016,HRV,A,Transient
2/3/2016,GRC,A,Transient
2/6/2016,MAR,A,Transient
2/5/2016,SWE,D,Transient
2/6/2016,ESP,A,Transient
2/4/2016,POL,E,Transient-Party
2/5/2016,NLD,A,Transient
2/4/2016,PRT,A,Transient
2/6/2016,PRT,A,Transient
2/8/2016,PRT,A,Transient
2/8/2016,PRT,D,Transient
2/7/2016,FRA,D,Transient
2/8/2016,ITA,A,Transient-Party
2/8/2016,PRT,A,Transient-Party
2/8/2016,ITA,A,Transient-Party
2/4/2016,GBR,A,Transient
2/8/2016,GBR,A,Transient
2/8/2016,DEU,A,Transient
2/6/2016,DEU,A,Transient
